transaction_id,timestamp,user_id,user_role,transaction_type,electricity_quantity,price_per_mwh,total_cost,latency_ms,security_level,encryption_method,zt_authentication,network_slice_id,transaction_status
TXN1006,2025-02-14 10:08:14,U2107,Dealer,Buy,78.16,37.57,2936.47,20,High,TDKE,1,Slice_C,Failed
TXN2179,2025-02-14 10:50:10,U7468,Authority,N/A,0.0,0.0,0.0,30,Low,RSA,0,Slice_A,Pending
TXN2352,2025-02-14 10:43:35,U7427,Supplier,Sell,34.71,30.66,1064.21,5,Medium,AES,1,Slice_B,Success
TXN8257,2025-02-14 10:23:19,U7886,Supplier,Buy,98.98,37.07,3669.19,22,High,TDKE,1,Slice_A,Failed
TXN4158,2025-02-14 10:00:46,U1084,Dealer,Sell,17.2,38.66,664.95,12,High,TDKE,1,Slice_A,Pending
TXN3594,2025-02-14 10:38:49,U1765,Dealer,Sell,36.57,38.07,1392.22,17,Medium,RSA,1,Slice_A,Success
TXN7189,2025-02-14 10:01:39,U5862,Dealer,Buy,18.68,34.91,652.12,11,High,TDKE,1,Slice_B,Pending
TXN5130,2025-02-14 10:19:10,U8769,Dealer,Buy,44.27,37.91,1678.28,6,Medium,RSA,1,Slice_C,Success
TXN9051,2025-02-14 10:30:56,U9656,Authority,N/A,0.0,0.0,0.0,24,High,TDKE,1,Slice_A,Pending
TXN3002,2025-02-14 10:37:05,U2931,Dealer,Buy,51.32,38.06,1953.24,5,Low,RSA,0,Slice_B,Failed
TXN9733,2025-02-14 10:49:09,U1761,Authority,N/A,0.0,0.0,0.0,8,Low,AES,0,Slice_B,Success
TXN6649,2025-02-14 10:52:23,U7401,Supplier,Sell,67.39,36.78,2478.6,28,Medium,RSA,1,Slice_B,Pending
TXN8370,2025-02-14 10:40:27,U1348,Dealer,Buy,45.86,34.61,1587.21,28,Medium,RSA,1,Slice_B,Failed
TXN2361,2025-02-14 10:56:53,U1339,Authority,N/A,0.0,0.0,0.0,29,Low,AES,0,Slice_C,Pending
TXN9671,2025-02-14 10:19:16,U9846,Authority,N/A,0.0,0.0,0.0,17,Medium,AES,1,Slice_A,Success
TXN9815,2025-02-14 10:00:18,U5735,Supplier,Buy,27.42,38.77,1063.07,5,Medium,AES,1,Slice_A,Pending
TXN1528,2025-02-14 10:00:08,U1384,Dealer,Sell,95.77,34.69,3322.26,15,Medium,RSA,1,Slice_B,Success
TXN8113,2025-02-14 10:54:57,U5761,Authority,N/A,0.0,0.0,0.0,7,Medium,AES,1,Slice_C,Success
TXN6595,2025-02-14 10:05:30,U2705,Supplier,Buy,83.82,36.35,3046.86,6,High,TDKE,1,Slice_B,Failed
TXN3684,2025-02-14 10:06:07,U8777,Dealer,Sell,96.1,36.85,3541.28,5,Low,AES,0,Slice_C,Pending
TXN1213,2025-02-14 10:36:32,U9446,Authority,N/A,0.0,0.0,0.0,18,Low,AES,0,Slice_A,Success
TXN7018,2025-02-14 10:34:16,U1339,Supplier,Sell,73.19,32.32,2365.5,17,Medium,RSA,1,Slice_B,Success
TXN2519,2025-02-14 10:06:49,U3187,Supplier,Buy,73.21,35.17,2574.8,5,Low,AES,0,Slice_C,Pending
TXN7808,2025-02-14 10:29:16,U4817,Supplier,Buy,17.67,31.52,556.96,18,Medium,AES,1,Slice_C,Pending
TXN2876,2025-02-14 10:04:57,U1204,Supplier,Buy,94.24,35.34,3330.44,21,Low,RSA,0,Slice_B,Pending
TXN6032,2025-02-14 10:06:53,U5764,Supplier,Buy,41.49,36.07,1496.54,14,Medium,RSA,1,Slice_A,Failed
TXN8644,2025-02-14 10:19:55,U4043,Supplier,Buy,38.58,34.44,1328.7,17,Low,RSA,0,Slice_C,Pending
TXN4622,2025-02-14 10:46:27,U7126,Dealer,Sell,66.38,33.86,2247.63,12,Low,AES,0,Slice_C,Failed
TXN5082,2025-02-14 10:44:49,U8871,Authority,N/A,0.0,0.0,0.0,5,High,TDKE,1,Slice_B,Failed
TXN1278,2025-02-14 10:41:59,U6782,Authority,N/A,0.0,0.0,0.0,25,High,TDKE,1,Slice_C,Pending
TXN2256,2025-02-14 10:23:58,U2599,Authority,N/A,0.0,0.0,0.0,24,Medium,AES,1,Slice_A,Success
TXN1949,2025-02-14 10:44:24,U6029,Supplier,Sell,23.59,37.18,877.08,18,High,TDKE,1,Slice_C,Success
TXN6921,2025-02-14 10:43:35,U6645,Authority,N/A,0.0,0.0,0.0,26,Low,AES,0,Slice_A,Failed
TXN5771,2025-02-14 10:06:15,U7447,Dealer,Buy,49.1,35.48,1742.07,29,Low,AES,0,Slice_B,Failed
TXN7694,2025-02-14 10:27:08,U1877,Authority,N/A,0.0,0.0,0.0,30,High,TDKE,1,Slice_A,Failed
TXN9767,2025-02-14 10:03:57,U6756,Dealer,Buy,33.68,32.0,1077.76,23,High,TDKE,1,Slice_B,Success
TXN6271,2025-02-14 10:29:42,U9641,Dealer,Sell,49.86,36.29,1809.42,29,High,TDKE,1,Slice_B,Pending
TXN3375,2025-02-14 10:20:07,U5269,Dealer,Sell,51.74,31.44,1626.71,30,Low,RSA,0,Slice_C,Pending
TXN4955,2025-02-14 10:01:24,U7669,Supplier,Sell,37.13,36.03,1337.79,11,High,TDKE,1,Slice_B,Failed
TXN4870,2025-02-14 10:49:47,U5945,Authority,N/A,0.0,0.0,0.0,20,High,TDKE,1,Slice_C,Failed
TXN3822,2025-02-14 10:39:50,U6498,Dealer,Sell,70.48,35.6,2509.09,23,High,TDKE,1,Slice_C,Pending
TXN6708,2025-02-14 10:18:04,U9621,Dealer,Sell,22.59,34.77,785.45,11,High,TDKE,1,Slice_A,Success
TXN6531,2025-02-14 10:35:34,U2575,Dealer,Sell,45.4,34.02,1544.51,13,High,TDKE,1,Slice_B,Success
TXN8247,2025-02-14 10:59:11,U5133,Supplier,Sell,48.28,37.15,1793.6,29,High,TDKE,1,Slice_B,Pending
TXN7571,2025-02-14 10:35:13,U6424,Dealer,Sell,63.34,30.67,1942.64,16,High,TDKE,1,Slice_B,Success
TXN5055,2025-02-14 10:25:21,U3352,Authority,N/A,0.0,0.0,0.0,22,Medium,RSA,1,Slice_B,Failed
TXN8442,2025-02-14 10:01:59,U6359,Dealer,Buy,41.9,38.85,1627.82,13,Low,RSA,0,Slice_C,Failed
TXN1713,2025-02-14 10:33:05,U7815,Supplier,Sell,58.12,35.18,2044.66,8,High,TDKE,1,Slice_C,Failed
TXN5091,2025-02-14 10:08:07,U3929,Supplier,Sell,14.18,35.36,501.4,12,High,TDKE,1,Slice_B,Failed
TXN5688,2025-02-14 10:36:54,U3891,Authority,N/A,0.0,0.0,0.0,30,High,TDKE,1,Slice_B,Pending
TXN3077,2025-02-14 10:19:35,U9865,Authority,N/A,0.0,0.0,0.0,8,Medium,AES,1,Slice_C,Success
TXN6973,2025-02-14 10:55:05,U5068,Supplier,Buy,53.85,37.0,1992.45,16,Medium,RSA,1,Slice_A,Pending
TXN2617,2025-02-14 10:07:02,U2789,Dealer,Buy,36.36,37.76,1372.95,12,Low,AES,0,Slice_C,Success
TXN9297,2025-02-14 10:55:56,U4855,Supplier,Sell,35.36,39.83,1408.39,27,High,TDKE,1,Slice_C,Success
TXN3206,2025-02-14 10:31:18,U8779,Dealer,Buy,89.8,39.8,3574.04,27,High,TDKE,1,Slice_B,Pending
TXN9223,2025-02-14 10:23:04,U4188,Authority,N/A,0.0,0.0,0.0,5,Low,AES,0,Slice_C,Pending
TXN5616,2025-02-14 10:18:31,U8986,Authority,N/A,0.0,0.0,0.0,13,High,TDKE,1,Slice_C,Success
TXN4150,2025-02-14 10:01:57,U9812,Authority,N/A,0.0,0.0,0.0,28,High,TDKE,1,Slice_A,Failed
TXN1732,2025-02-14 10:58:51,U7592,Supplier,Buy,64.45,37.64,2425.9,15,Low,RSA,0,Slice_A,Success
TXN5015,2025-02-14 10:31:42,U7894,Supplier,Sell,21.41,34.16,731.37,15,Low,RSA,0,Slice_A,Failed
TXN1233,2025-02-14 10:11:30,U4899,Authority,N/A,0.0,0.0,0.0,17,Medium,RSA,1,Slice_A,Pending
TXN1716,2025-02-14 10:00:54,U1133,Supplier,Buy,70.22,31.2,2190.86,21,Low,AES,0,Slice_A,Failed
TXN5053,2025-02-14 10:00:00,U1007,Supplier,Buy,51.05,31.54,1610.12,17,Low,RSA,0,Slice_C,Success
TXN3532,2025-02-14 10:03:29,U4123,Dealer,Sell,16.35,39.85,651.55,22,High,TDKE,1,Slice_B,Failed
TXN3786,2025-02-14 10:11:21,U4359,Authority,N/A,0.0,0.0,0.0,23,Medium,RSA,1,Slice_C,Pending
TXN3741,2025-02-14 10:07:42,U7001,Supplier,Buy,41.36,39.78,1645.3,7,Low,AES,0,Slice_B,Success
TXN3078,2025-02-14 10:31:00,U3196,Authority,N/A,0.0,0.0,0.0,26,High,TDKE,1,Slice_C,Failed
TXN6050,2025-02-14 10:57:57,U3534,Authority,N/A,0.0,0.0,0.0,22,Medium,AES,1,Slice_B,Failed
TXN4894,2025-02-14 10:20:54,U3744,Authority,N/A,0.0,0.0,0.0,17,High,TDKE,1,Slice_C,Failed
TXN9857,2025-02-14 10:33:16,U5412,Authority,N/A,0.0,0.0,0.0,15,Medium,AES,1,Slice_A,Failed
TXN3306,2025-02-14 10:52:39,U4763,Dealer,Sell,42.69,35.24,1504.4,16,Medium,AES,1,Slice_C,Failed
TXN4621,2025-02-14 10:17:55,U7553,Authority,N/A,0.0,0.0,0.0,11,Low,AES,0,Slice_B,Success
TXN1438,2025-02-14 10:23:54,U6262,Authority,N/A,0.0,0.0,0.0,20,Medium,AES,1,Slice_A,Failed
TXN3450,2025-02-14 10:40:04,U7707,Dealer,Sell,74.76,36.01,2692.11,29,High,TDKE,1,Slice_C,Failed
TXN5876,2025-02-14 10:04:24,U8022,Supplier,Sell,66.45,31.57,2097.83,6,High,TDKE,1,Slice_B,Failed
TXN9323,2025-02-14 10:41:59,U2570,Supplier,Sell,86.57,39.22,3395.28,7,High,TDKE,1,Slice_C,Failed
TXN2982,2025-02-14 10:32:18,U3649,Authority,N/A,0.0,0.0,0.0,13,Medium,RSA,1,Slice_C,Failed
TXN8924,2025-02-14 10:18:27,U5218,Dealer,Buy,61.87,31.74,1963.75,10,Low,RSA,0,Slice_B,Failed
TXN9848,2025-02-14 10:57:21,U1362,Supplier,Buy,98.86,38.28,3784.36,22,Low,AES,0,Slice_B,Pending
TXN1338,2025-02-14 10:05:29,U9154,Supplier,Buy,96.8,36.58,3540.94,15,Medium,RSA,1,Slice_C,Success
TXN3111,2025-02-14 10:22:32,U6633,Authority,N/A,0.0,0.0,0.0,29,Medium,RSA,1,Slice_C,Success
TXN9965,2025-02-14 10:18:19,U7952,Authority,N/A,0.0,0.0,0.0,28,High,TDKE,1,Slice_A,Success
TXN6561,2025-02-14 10:47:24,U2822,Dealer,Buy,44.22,31.52,1393.81,27,High,TDKE,1,Slice_B,Failed
TXN5676,2025-02-14 10:53:34,U8921,Authority,N/A,0.0,0.0,0.0,6,High,TDKE,1,Slice_A,Pending
TXN2902,2025-02-14 10:39:03,U1651,Supplier,Sell,91.37,33.08,3022.52,13,Medium,AES,1,Slice_C,Pending
TXN8750,2025-02-14 10:47:02,U8939,Dealer,Sell,57.94,34.84,2018.63,19,Medium,AES,1,Slice_A,Failed
TXN9706,2025-02-14 10:14:30,U6460,Supplier,Buy,70.24,36.03,2530.75,24,High,TDKE,1,Slice_C,Success
TXN1605,2025-02-14 10:48:53,U7841,Dealer,Sell,67.68,33.07,2238.18,29,Low,AES,0,Slice_C,Success
TXN5327,2025-02-14 10:52:53,U3205,Dealer,Buy,24.12,30.15,727.22,29,Low,RSA,0,Slice_B,Pending
TXN5082,2025-02-14 10:14:39,U8089,Authority,N/A,0.0,0.0,0.0,29,Low,AES,0,Slice_C,Pending
TXN7195,2025-02-14 10:23:29,U8361,Supplier,Sell,41.23,33.32,1373.78,18,Low,RSA,0,Slice_B,Failed
TXN6899,2025-02-14 10:01:40,U7982,Supplier,Sell,98.72,35.01,3456.19,21,High,TDKE,1,Slice_C,Pending
TXN6077,2025-02-14 10:59:43,U9358,Supplier,Buy,30.17,30.51,920.49,10,Medium,RSA,1,Slice_B,Pending
TXN5342,2025-02-14 10:23:14,U5084,Dealer,Sell,50.03,35.1,1756.05,9,Low,RSA,0,Slice_C,Failed
TXN9334,2025-02-14 10:19:32,U5715,Supplier,Buy,35.8,31.18,1116.24,27,Medium,RSA,1,Slice_A,Pending
TXN7318,2025-02-14 10:14:28,U4208,Supplier,Buy,48.47,39.1,1895.18,25,High,TDKE,1,Slice_A,Failed
TXN2711,2025-02-14 10:40:18,U7453,Authority,N/A,0.0,0.0,0.0,8,High,TDKE,1,Slice_C,Failed
TXN8223,2025-02-14 10:58:24,U6963,Authority,N/A,0.0,0.0,0.0,24,Medium,RSA,1,Slice_C,Pending
TXN3679,2025-02-14 10:12:09,U9593,Dealer,Buy,32.15,39.31,1263.82,9,Medium,AES,1,Slice_C,Failed
TXN8540,2025-02-14 10:57:49,U8569,Authority,N/A,0.0,0.0,0.0,7,High,TDKE,1,Slice_C,Success
TXN2768,2025-02-14 10:48:43,U7183,Supplier,Sell,36.51,38.18,1393.95,17,High,TDKE,1,Slice_B,Failed
TXN1041,2025-02-14 10:59:07,U9515,Supplier,Buy,49.46,39.95,1975.93,12,Low,RSA,0,Slice_C,Pending
TXN8705,2025-02-14 10:17:15,U4366,Authority,N/A,0.0,0.0,0.0,14,Medium,RSA,1,Slice_C,Failed
TXN9736,2025-02-14 10:39:45,U4477,Authority,N/A,0.0,0.0,0.0,21,Medium,AES,1,Slice_B,Failed
TXN2485,2025-02-14 10:47:49,U9625,Authority,N/A,0.0,0.0,0.0,20,Medium,RSA,1,Slice_B,Failed
TXN6183,2025-02-14 10:35:44,U1913,Authority,N/A,0.0,0.0,0.0,14,High,TDKE,1,Slice_A,Failed
TXN7787,2025-02-14 10:43:18,U6211,Dealer,Buy,91.47,34.47,3152.97,23,Low,AES,0,Slice_C,Success
TXN6263,2025-02-14 10:13:13,U2061,Dealer,Sell,11.79,33.19,391.31,20,Medium,AES,1,Slice_A,Failed
TXN9708,2025-02-14 10:51:22,U5947,Supplier,Sell,58.4,39.69,2317.9,19,Medium,RSA,1,Slice_B,Failed
TXN2541,2025-02-14 10:43:43,U3794,Supplier,Buy,30.44,34.96,1064.18,12,Medium,AES,1,Slice_A,Failed
TXN4961,2025-02-14 10:23:47,U6030,Dealer,Buy,76.29,37.65,2872.32,13,Medium,AES,1,Slice_A,Success
TXN7058,2025-02-14 10:47:18,U9459,Dealer,Buy,36.01,33.19,1195.17,20,High,TDKE,1,Slice_A,Pending
TXN3935,2025-02-14 10:55:21,U8622,Supplier,Buy,39.96,39.1,1562.44,14,Low,AES,0,Slice_C,Pending
TXN4295,2025-02-14 10:09:08,U9123,Authority,N/A,0.0,0.0,0.0,6,High,TDKE,1,Slice_A,Success
TXN8613,2025-02-14 10:17:30,U1545,Dealer,Buy,14.0,33.8,473.2,29,Low,RSA,0,Slice_B,Success
TXN5861,2025-02-14 10:18:41,U4405,Dealer,Sell,71.18,30.02,2136.82,25,Low,RSA,0,Slice_A,Success
TXN7007,2025-02-14 10:27:10,U5550,Dealer,Sell,67.45,35.92,2422.8,22,Low,RSA,0,Slice_A,Success
TXN6419,2025-02-14 10:10:17,U2550,Supplier,Buy,34.21,36.4,1245.24,28,High,TDKE,1,Slice_B,Success
TXN8779,2025-02-14 10:08:55,U4243,Authority,N/A,0.0,0.0,0.0,17,Low,RSA,0,Slice_A,Pending
TXN6111,2025-02-14 10:36:35,U6958,Dealer,Sell,14.62,38.84,567.84,9,Low,AES,0,Slice_B,Pending
TXN8710,2025-02-14 10:10:29,U3760,Supplier,Buy,90.24,39.28,3544.63,16,High,TDKE,1,Slice_A,Pending
TXN2259,2025-02-14 10:07:54,U4697,Authority,N/A,0.0,0.0,0.0,5,High,TDKE,1,Slice_B,Pending
TXN9697,2025-02-14 10:41:15,U3215,Supplier,Sell,86.11,31.65,2725.38,13,High,TDKE,1,Slice_C,Pending
TXN1585,2025-02-14 10:51:20,U7128,Supplier,Buy,29.7,33.66,999.7,16,Medium,AES,1,Slice_C,Pending
TXN2037,2025-02-14 10:35:53,U3520,Authority,N/A,0.0,0.0,0.0,13,High,TDKE,1,Slice_C,Failed
TXN8188,2025-02-14 10:20:16,U9681,Supplier,Buy,13.94,33.45,466.29,16,Medium,AES,1,Slice_A,Failed
TXN1054,2025-02-14 10:31:27,U3060,Supplier,Sell,10.09,36.74,370.71,5,Medium,RSA,1,Slice_B,Pending
TXN1429,2025-02-14 10:07:00,U8454,Supplier,Buy,39.98,36.79,1470.86,17,Medium,RSA,1,Slice_C,Failed
TXN1637,2025-02-14 10:44:04,U7516,Supplier,Sell,88.08,34.97,3080.16,30,Low,AES,0,Slice_A,Success
TXN3772,2025-02-14 10:19:45,U3976,Dealer,Sell,31.62,30.61,967.89,12,Low,AES,0,Slice_C,Success
TXN1609,2025-02-14 10:56:25,U8038,Authority,N/A,0.0,0.0,0.0,20,High,TDKE,1,Slice_C,Success
TXN7255,2025-02-14 10:51:48,U4967,Supplier,Buy,78.56,37.97,2982.92,7,Medium,AES,1,Slice_A,Success
TXN9971,2025-02-14 10:27:09,U2782,Dealer,Buy,29.47,35.54,1047.36,26,High,TDKE,1,Slice_B,Success
TXN3156,2025-02-14 10:43:25,U5711,Supplier,Sell,22.27,32.61,726.22,24,High,TDKE,1,Slice_A,Pending
TXN4929,2025-02-14 10:01:31,U3435,Dealer,Buy,79.66,30.56,2434.41,5,High,TDKE,1,Slice_A,Success
TXN8333,2025-02-14 10:35:56,U3806,Authority,N/A,0.0,0.0,0.0,26,Low,AES,0,Slice_B,Failed
TXN4863,2025-02-14 10:22:43,U2005,Authority,N/A,0.0,0.0,0.0,23,Medium,AES,1,Slice_C,Success
TXN6499,2025-02-14 10:15:43,U3650,Authority,N/A,0.0,0.0,0.0,15,Medium,AES,1,Slice_C,Pending
TXN7731,2025-02-14 10:12:32,U5598,Authority,N/A,0.0,0.0,0.0,27,Low,RSA,0,Slice_B,Failed
TXN8998,2025-02-14 10:54:36,U7157,Supplier,Buy,90.97,35.37,3217.61,24,Medium,RSA,1,Slice_C,Pending
TXN4531,2025-02-14 10:25:39,U2132,Supplier,Buy,59.66,30.0,1789.8,19,High,TDKE,1,Slice_C,Success
TXN7424,2025-02-14 10:16:47,U4890,Supplier,Buy,21.6,39.48,852.77,8,Low,RSA,0,Slice_B,Pending
TXN3684,2025-02-14 10:28:46,U2128,Supplier,Buy,48.64,35.88,1745.2,14,Medium,RSA,1,Slice_C,Pending
TXN8452,2025-02-14 10:13:20,U9911,Authority,N/A,0.0,0.0,0.0,28,High,TDKE,1,Slice_C,Pending
TXN4182,2025-02-14 10:34:18,U3559,Dealer,Sell,48.9,35.94,1757.47,10,High,TDKE,1,Slice_A,Failed
TXN4655,2025-02-14 10:13:26,U9553,Authority,N/A,0.0,0.0,0.0,30,High,TDKE,1,Slice_A,Failed
TXN6331,2025-02-14 10:12:03,U3676,Dealer,Sell,64.12,30.28,1941.55,9,Medium,AES,1,Slice_C,Failed
TXN5772,2025-02-14 10:55:51,U1694,Authority,N/A,0.0,0.0,0.0,26,High,TDKE,1,Slice_B,Pending
TXN2219,2025-02-14 10:11:43,U6103,Supplier,Buy,26.7,39.87,1064.53,13,Medium,RSA,1,Slice_B,Failed
TXN1430,2025-02-14 10:35:39,U4612,Authority,N/A,0.0,0.0,0.0,27,High,TDKE,1,Slice_C,Failed
TXN6709,2025-02-14 10:02:21,U5580,Supplier,Buy,72.47,36.14,2619.07,11,High,TDKE,1,Slice_C,Pending
TXN5560,2025-02-14 10:07:42,U6773,Dealer,Sell,59.75,38.12,2277.67,12,High,TDKE,1,Slice_C,Failed
TXN8320,2025-02-14 10:34:42,U6983,Authority,N/A,0.0,0.0,0.0,7,Low,AES,0,Slice_B,Success
TXN1528,2025-02-14 10:39:32,U5390,Supplier,Sell,42.53,33.46,1423.05,21,Low,AES,0,Slice_B,Pending
TXN3115,2025-02-14 10:15:21,U3980,Authority,N/A,0.0,0.0,0.0,27,Low,AES,0,Slice_A,Success
TXN8897,2025-02-14 10:00:18,U7903,Dealer,Sell,64.27,33.04,2123.48,14,Medium,RSA,1,Slice_B,Pending
TXN6735,2025-02-14 10:11:28,U2605,Supplier,Buy,76.6,39.54,3028.76,17,Medium,AES,1,Slice_C,Failed
TXN7242,2025-02-14 10:39:00,U3234,Authority,N/A,0.0,0.0,0.0,9,Medium,AES,1,Slice_C,Success
TXN6454,2025-02-14 10:55:53,U3132,Authority,N/A,0.0,0.0,0.0,26,Medium,RSA,1,Slice_C,Success
TXN2811,2025-02-14 10:50:55,U2017,Supplier,Sell,76.5,31.78,2431.17,14,High,TDKE,1,Slice_A,Pending
TXN7687,2025-02-14 10:30:25,U7895,Authority,N/A,0.0,0.0,0.0,21,High,TDKE,1,Slice_C,Failed
TXN5346,2025-02-14 10:03:22,U6129,Authority,N/A,0.0,0.0,0.0,17,Medium,RSA,1,Slice_A,Success
TXN4283,2025-02-14 10:28:57,U5368,Dealer,Sell,85.82,33.25,2853.51,11,Low,AES,0,Slice_A,Pending
TXN6245,2025-02-14 10:18:28,U4685,Dealer,Sell,67.05,32.95,2209.3,12,Medium,AES,1,Slice_C,Failed
TXN4403,2025-02-14 10:32:39,U2166,Supplier,Buy,90.07,37.11,3342.5,11,High,TDKE,1,Slice_A,Failed
TXN2064,2025-02-14 10:22:52,U7738,Authority,N/A,0.0,0.0,0.0,12,Low,AES,0,Slice_C,Failed
TXN6982,2025-02-14 10:16:26,U2278,Authority,N/A,0.0,0.0,0.0,10,High,TDKE,1,Slice_B,Success
TXN7583,2025-02-14 10:18:49,U8278,Supplier,Sell,59.41,30.62,1819.13,19,Low,RSA,0,Slice_B,Pending
TXN3675,2025-02-14 10:34:33,U7776,Authority,N/A,0.0,0.0,0.0,12,High,TDKE,1,Slice_B,Failed
TXN1490,2025-02-14 10:31:24,U9588,Dealer,Buy,75.86,37.33,2831.85,8,High,TDKE,1,Slice_B,Pending
TXN9580,2025-02-14 10:52:39,U1151,Supplier,Sell,64.54,32.97,2127.88,9,High,TDKE,1,Slice_A,Failed
TXN9343,2025-02-14 10:32:55,U6036,Authority,N/A,0.0,0.0,0.0,23,Low,AES,0,Slice_A,Pending
TXN5197,2025-02-14 10:39:52,U2139,Dealer,Buy,49.54,36.99,1832.48,27,High,TDKE,1,Slice_C,Pending
TXN3834,2025-02-14 10:02:06,U5640,Authority,N/A,0.0,0.0,0.0,24,High,TDKE,1,Slice_A,Failed
TXN7787,2025-02-14 10:19:44,U1927,Supplier,Buy,21.71,30.59,664.11,6,Low,RSA,0,Slice_C,Success
TXN2229,2025-02-14 10:01:59,U6701,Supplier,Buy,29.53,33.64,993.39,21,Low,RSA,0,Slice_C,Pending
TXN1637,2025-02-14 10:26:25,U7803,Dealer,Sell,50.04,38.1,1906.52,25,High,TDKE,1,Slice_B,Success
TXN5339,2025-02-14 10:35:39,U4734,Supplier,Buy,39.89,30.21,1205.08,16,High,TDKE,1,Slice_B,Failed
TXN3155,2025-02-14 10:31:15,U8768,Dealer,Buy,15.85,37.78,598.81,22,Medium,AES,1,Slice_A,Pending
TXN3001,2025-02-14 10:08:01,U2298,Authority,N/A,0.0,0.0,0.0,18,High,TDKE,1,Slice_C,Pending
TXN2576,2025-02-14 10:17:28,U4404,Supplier,Buy,33.69,30.36,1022.83,8,Low,RSA,0,Slice_B,Success
TXN5173,2025-02-14 10:47:37,U9174,Dealer,Sell,41.3,31.21,1288.97,27,High,TDKE,1,Slice_B,Success
TXN9179,2025-02-14 10:05:04,U4062,Dealer,Buy,49.48,33.22,1643.73,6,Low,RSA,0,Slice_B,Failed
TXN3896,2025-02-14 10:20:31,U1327,Authority,N/A,0.0,0.0,0.0,21,Medium,AES,1,Slice_C,Failed
TXN8020,2025-02-14 10:46:01,U3102,Supplier,Buy,83.13,34.08,2833.07,8,Low,AES,0,Slice_C,Failed
TXN4892,2025-02-14 10:53:23,U2218,Authority,N/A,0.0,0.0,0.0,8,Low,RSA,0,Slice_A,Success
TXN9275,2025-02-14 10:07:48,U3699,Authority,N/A,0.0,0.0,0.0,24,Medium,AES,1,Slice_C,Success
TXN4026,2025-02-14 10:35:14,U9532,Supplier,Sell,75.97,33.35,2533.6,23,Medium,AES,1,Slice_B,Pending
TXN4141,2025-02-14 10:20:20,U6419,Dealer,Buy,46.47,32.61,1515.39,10,Medium,AES,1,Slice_C,Failed
TXN8102,2025-02-14 10:42:41,U7450,Supplier,Sell,59.38,38.79,2303.35,6,Medium,AES,1,Slice_A,Failed
TXN3222,2025-02-14 10:47:42,U8673,Dealer,Sell,27.01,37.36,1009.09,20,Medium,RSA,1,Slice_C,Failed
TXN4826,2025-02-14 10:45:16,U7314,Supplier,Sell,55.68,30.12,1677.08,5,Low,AES,0,Slice_B,Success
TXN9246,2025-02-14 10:41:37,U4655,Authority,N/A,0.0,0.0,0.0,16,High,TDKE,1,Slice_C,Failed
TXN4587,2025-02-14 10:13:02,U2590,Supplier,Sell,61.87,30.55,1890.13,10,Low,AES,0,Slice_B,Pending
TXN2374,2025-02-14 10:56:34,U7346,Authority,N/A,0.0,0.0,0.0,10,High,TDKE,1,Slice_A,Pending
TXN3474,2025-02-14 10:40:15,U6331,Authority,N/A,0.0,0.0,0.0,8,Low,AES,0,Slice_B,Failed
TXN7572,2025-02-14 10:03:57,U7856,Authority,N/A,0.0,0.0,0.0,18,High,TDKE,1,Slice_A,Success
TXN5437,2025-02-14 10:00:06,U4921,Authority,N/A,0.0,0.0,0.0,5,Low,AES,0,Slice_C,Failed
TXN8823,2025-02-14 10:26:41,U8920,Dealer,Sell,11.86,35.29,418.54,12,High,TDKE,1,Slice_A,Failed
TXN6676,2025-02-14 10:03:00,U7408,Supplier,Sell,67.85,34.93,2370.0,5,Low,RSA,0,Slice_B,Success
TXN9620,2025-02-14 10:44:04,U1434,Authority,N/A,0.0,0.0,0.0,6,Medium,AES,1,Slice_C,Failed
TXN1873,2025-02-14 10:37:26,U4573,Dealer,Sell,66.32,31.87,2113.62,6,Low,AES,0,Slice_B,Pending
TXN8062,2025-02-14 10:20:08,U6105,Dealer,Sell,79.74,38.44,3065.21,13,High,TDKE,1,Slice_B,Success
TXN7429,2025-02-14 10:03:17,U7091,Dealer,Buy,63.66,37.52,2388.52,23,Low,AES,0,Slice_B,Pending
TXN2510,2025-02-14 10:39:40,U2927,Authority,N/A,0.0,0.0,0.0,21,High,TDKE,1,Slice_C,Pending
TXN9791,2025-02-14 10:14:22,U7767,Supplier,Sell,64.89,32.37,2100.49,7,Medium,RSA,1,Slice_B,Failed
TXN2533,2025-02-14 10:08:07,U8835,Supplier,Sell,39.96,30.23,1207.99,27,Low,AES,0,Slice_B,Success
TXN9088,2025-02-14 10:23:08,U4261,Authority,N/A,0.0,0.0,0.0,8,Medium,RSA,1,Slice_B,Failed
TXN3167,2025-02-14 10:12:06,U6279,Dealer,Buy,84.09,33.94,2854.01,11,Low,AES,0,Slice_A,Pending
TXN9121,2025-02-14 10:19:52,U8034,Supplier,Sell,89.42,34.72,3104.66,16,High,TDKE,1,Slice_B,Success
TXN6168,2025-02-14 10:16:57,U5238,Authority,N/A,0.0,0.0,0.0,27,Medium,RSA,1,Slice_A,Failed
TXN3238,2025-02-14 10:33:53,U1017,Authority,N/A,0.0,0.0,0.0,8,High,TDKE,1,Slice_A,Pending
TXN9940,2025-02-14 10:03:03,U1422,Dealer,Sell,58.58,38.56,2258.84,8,High,TDKE,1,Slice_A,Failed
TXN3347,2025-02-14 10:54:45,U1090,Authority,N/A,0.0,0.0,0.0,9,High,TDKE,1,Slice_B,Success
